
一、DCC通风设备
214,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2000*2300(左) DCC-B,2,X-HLP3-AR-F3-LAY-01-001
215,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2000*2300(左) DCC-B,2,X-HLP3-AR-F3-LAY-02-001
216,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2300(左) DCC-D,2,X-HLP3-AR-F3-LAY-01-001
217,,,门,单扇平开防火门_带观察窗 - FM甲1123-V2-LAY-2F-1_500-A,2000*2300(右) DCC-B,2,X-HLP3-AR-F3-LAY-02-001
218,,,门,双扇平开外门_带观察窗 - GM2430_A_-3857367-LAY-1F-1_500-A,3500x2300(右) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
219,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,3500x2300(右) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
220,,,门,双扇平开防火门_带观察窗 - QM1523-4721362-LAY-4F-1_500-A,3500x2300(右) DCC-F,2,X-HLP3-AR-F3-LAY-04-001
221,,,门,双扇平开门-角度可调 - FDM甲2427_160__-4797546-LAY-2F-1_500-A,2365x765 DCC-1-2,2,X-HLP3-AR-F3-LAY-02-001
222,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689979-LAY-1F-1_500-A,2365x1165（右） DCC-3-2,2,X-HLP3-AR-F3-LAY-01-001
223,,,门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,2,X-HLP3-AR-F3-LAY-02-001
224,,,门,双扇平开防火门_带观察窗 - FM甲2530-4643137-LAY-1F-1_500-A,2365x1165（左） DCC-3-2,2,X-HLP3-AR-F3-LAY-01-001
225,,,门,MD2-1022,1000x2200 2850x2600(右) DCC-E*2,2,X-HLP3-CR-F3-LAY-KEQP-02-002
226,,,门,MD2-1022,1000x2200 2850x2600(右) DCC-E,2,X-HLP3-CR-F3-LAY-KEQP-02-002
227,,,门,MD2-1022,1000x2200 2850x2300(右) DCC-7,2,X-HLP3-CR-F3-LAY-KEQP-02-002
228,,,门,MD2-1022,1000x2200 2850x1800(右) DCC-7,2,X-HLP3-CR-F3-LAY-KEQP-02-002
229,,,门,单开门 1000X2000,1000x2000 2365*1165(右) DCC-1-4,2,"X-HLP3-CR-F3-LAY-KPART-01-002, X-HLP3-CR-F3-LAY-KPART-03-002"
230,,,门,单扇平开防火门_带观察窗 - FM乙1123-664855-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
231,,,门,墙外卷帘门 - FJLM4830_3H_-847428-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
232,,,门,单扇平开防火门_带观察窗 - FM乙1123-1076157-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
233,,,门,墙外卷帘门 - FJLM4830_3H常开_-1003825-4F,1800x1000,1,X-HLP3-AR-B3-LAY-04-001
234,,,门,双扇平开防火门_带观察窗 - FM乙1323-4643283-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
235,,,门,双扇平开防火门_带观察窗 - FM乙1323-4643293-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
236,,,门,电梯门_客梯 - 5T货梯-4221831-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
237,,,门,双扇平开防火门_带观察窗 - FM甲2430-4643545-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
238,,,门,双扇平开防火门_带观察窗 - FM乙1423-4643265-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
239,,,门,电梯卷帘门 - FJLM5340_2H_-3900285-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
240,,,门,门-上方带亮子 - GM1530_B_-4887992-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
241,,,门,门-上方带亮子 - GM1530_C_-4888096-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
242,,,门,双扇平开外门_带观察窗 - GM3030_A_-3863802-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
243,,,门,墙外卷帘门1 - JLM5058-4446907-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
244,,,门,双扇平开外门_带观察窗 - GM3030_A_-3983928-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
245,,,门,双扇平开防火门_带观察窗 - FM甲1527-4643437-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
246,,,门,单扇平开防火门_带观察窗 - GM1123-4719313-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
247,,,门,双扇平开外门_带观察窗 - GM3030_A_-4238983-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
248,,,门,墙外卷帘门1 - JLM6050-4446901-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
249,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
250,,,门,双扇平开防火门_带观察窗 - FM甲1527-4643651-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
251,,,门,单扇平开门1 - FDM0821-4566175-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
252,,,门,单扇平开防火门_带观察窗 - KBM1123-4703352-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
253,,,门,双扇平开防火门_带观察窗 - FM甲1824-4642820-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
254,,,门,双扇平开防火门_带观察窗 - FM甲1530-4643177-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
255,,,门,双扇平开防火门_带观察窗 - FM甲2530-4644473-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
256,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
257,,,门,双扇平开门-角度可调 - FM甲2530_160__-4636547-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
258,,,门,双扇平开防火门_带观察窗 - FM甲3030-4644617-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
259,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642970-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
260,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642868-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
261,,,门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
262,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
263,,,门,双扇平开防火门_带观察窗 - FM甲1530-4643303-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
264,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
265,,,门,双扇平开防火门_带观察窗 - FM甲1527-4643743-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
266,,,门,单扇平开防火门_带观察窗 - GM1123-4719311-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
267,,,门,单扇平开门1 - FDM0821-4566173-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
268,,,门,泄爆门 - TXBM2430-4385362-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
269,,,门,泄爆门 - TXBM1530_A_-4385365-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
270,,,门,单扇平开门1 - CCB1421-3684676-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
271,,,门,双扇平开防火门_带观察窗 - FM甲2830-4644753-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
272,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703354-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
273,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
274,,,门,双扇平开防火门_带观察窗 - FM甲1523-4644763-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
275,,,门,双扇平开防火门_带观察窗 - FM甲1523-4643197-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
276,,,门,双扇平开防火门_带观察窗 - FM甲1530-4643061-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
277,,,门,双扇平开防火门_带观察窗 - FM甲1530-4644773-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
278,,,门,双扇平开防火门_带观察窗 - FM甲3030-4644783-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
279,,,门,双扇平开门1 - GM1523-4120994-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
280,,,门,双扇平开防火门_带观察窗 - FM甲1523-4644627-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
281,,,门,双扇平开防火门_带观察窗 - FM甲1530-4644821-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
282,,,门,双扇平开防火门_带观察窗 - FM甲1530-4643071-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
283,,,门,单扇平开门1 - CCB1421-4385370-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
284,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
285,,,门,门-上方带亮子 - GM1530_B_-V67-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
286,,,门,单扇平开防火门_带观察窗 - QM1123-4703564-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
287,,,门,外墙卷帘门 - JLM5340-4370071-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
288,,,门,外墙卷帘门 - JLM5340-V80-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
289,,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
290,,,门,双扇平开防火门_带观察窗 - FM甲2830-4643034-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
291,,,门,门-上方带亮子 - FM乙1530_B_-4887940-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
292,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
293,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
294,,,门,墙外卷帘门1 - FJLM4030_常闭_利旧F2_-4551640-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
295,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703552-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
296,,,门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
297,,,门,单扇平开防火门_带观察窗 - GM1123-4703412-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
298,,,门,单扇平开防火门_带观察窗 - FM乙0818-4703344-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
299,,,门,双扇平开防火门_带观察窗 - FM甲1523-4965112-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
300,,,门,单扇平开防火门_带观察窗 - FDM甲1123-4909654-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
301,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
302,,,门,双扇平开防火门_带观察窗 - KBM2427-4644587-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
303,,,门,双扇平开门-角度可调 - FM甲2530_130__-4911531-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
304,,,门,双扇平开门-角度可调 - FM甲2427_160__-4690015-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
305,,,门,单扇平开防火门_带观察窗 - GM0821-4833220-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
306,,,门,双扇平开防火门_带观察窗 - KBM1223-4795271-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
307,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
308,,,门,单扇平开防火门_带观察窗 - FM乙1123-4703410-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
309,,,门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
310,,,门,双扇平开门1 - GM1523-4718479-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
311,,,门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
312,,,门,单扇平开防火门_带观察窗 - GM1123-4703414-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
313,,,门,双扇平开防火门_带观察窗 - KBM1223-4644379-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
314,,,门,双扇平开门1 - GM1523-4718480-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
315,,,门,单扇平开防火门_带观察窗 - FM甲1123-V48-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
316,,,门,双扇平开防火门_带观察窗 - FM甲1523_3H_-4964460-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
317,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
318,,,门,单扇平开防火门_带观察窗 - GM0818-4841565-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
319,,,门,单扇平开门1 - FM乙0620-4228895-LAY-2F-1_500-A,,1,"X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
320,,,门,单扇平开防火门_带观察窗 - KBM1123-4703546-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
321,,,门,双扇平开门-角度可调 - FM甲3030_160__-4835888-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
322,,,门,双扇平开防火门_带观察窗 - FM甲1523-4964982-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
323,,,门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
324,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
325,,,门,双扇平开防火门_带观察窗 - FM甲1223-4643669-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
326,,,门,双扇平开防火门_带观察窗 - FM甲2225-4670530-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
327,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
328,,,门,单扇平开防火门_带观察窗 - FM乙1123-V453-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
329,,,门,单扇平开防火门_带观察窗 - FM甲1123_3H_-4796242-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
330,,,门,门-上方带亮子 - TFM乙1430_A_-V1-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
331,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867144-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
332,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-V2-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
333,,,门,双扇平开外门_带观察窗 - GM1530_A_-3866548-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
334,,,门,双扇平开外门_带观察窗 - FM甲2430_A_-4207431-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
335,,,门,双扇平开外门_带观察窗 - GM1530_A_-4207283-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
336,,,门,双扇平开防火门_带观察窗 - GM1530-4643723-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
337,,,门,双扇平开防火门_带观察窗 - GM2530-4643313-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
338,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
339,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703396-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
340,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703550-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
341,,,门,泄爆门 - TXBM2430-3584254-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
342,,,门,泄爆门 - TFDXBM1530_A_-4566431-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
343,,,门,双扇平开外门_带观察窗 - GM1530_A_-4350218-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
344,,,门,双扇平开门-防盗门 - TFDM2430_A_-4118873-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
345,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
346,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867628-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
347,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703552-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
348,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
349,,,门,双扇平开外门_带观察窗 - GM1830_A_-3857401-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
350,,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
351,,,门,栅栏门 - AM1030-3939842-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
352,,,门,栅栏门 - AM1030-V69-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
353,,,门,双扇平开外门_带观察窗 - GM1830_A_-4808147-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
354,,,门,电梯卷帘门 - FJLM2830_3H_-4966115-LAY-2F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-02-001
355,,,门,单扇平开防火门_带观察窗 - QM1123-4703576-LAY-2F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-02-001
356,,,门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-04-001
357,,,门,双扇平开门-角度可调 - FM甲1523_160__-4715204-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
358,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
359,,,门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4642904-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
360,,,门,双扇平开外门_带观察窗 - GM3433_A_-4070944-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
361,,,门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
362,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703398-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
363,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
364,,,门,双扇平开防火门_带观察窗 - FM甲1227-4642988-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
365,,,门,双扇平开防火门_带观察窗 - FM甲2030-4642942-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
366,,,门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
367,,,门,双扇平开防火门_带观察窗 - FM甲3433-4643127-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
368,,,门,双扇平开防火门_带观察窗 - FM甲3030-4643016-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
369,,,门,双扇平开防火门_带观察窗 - FM甲3030-4643167-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
370,,,门,双扇平开防火门_带观察窗 - FM甲3433-4643147-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
371,,,门,双扇平开防火门_带观察窗 - FM甲2030-V45-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
372,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642830-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
373,,,门,双扇平开防火门_带观察窗 - FM甲1530-4643061-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
374,,,门,双扇平开防火门_带观察窗 - FM甲3030-4643016-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
375,,,门,单扇平开防火门_带观察窗1 - FM甲1223_A_-4715619-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
376,,,门,双扇平开防火门_带观察窗 - FM甲2830-4643034-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
377,,,门,单扇平开防火门_带观察窗 - FM甲0821-V64-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
378,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
379,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
380,,,门,双扇平开外门_带观察窗 - GM3030_A_-4070975-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
381,,,门,双扇平开防火门_带观察窗 - FM甲1530-4643071-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
382,,,门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
383,,,门,双扇平开防火门_带观察窗 - FM甲3030-4643157-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
384,,,门,双扇平开防火门_带观察窗 - FM甲1527-4643187-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
385,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
386,,,门,双扇平开防火门_带观察窗 - FM甲1223-4642970-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
387,,,门,双扇平开防火门_带观察窗 - FM甲1223-V4-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
388,,,门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
389,,,门,单扇平开防火门_带观察窗 - FM乙1123-V1-LAY-4F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-04-001
390,,,门,单扇平开防火门_带观察窗 - FM乙1123-4703446-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
391,,,门,单扇平开防火门_带观察窗 - FM甲1123-V427-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
392,,,门,单扇平开防火门_带观察窗 - FM甲1123-V428-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
393,,,门,单扇平开防火门_带观察窗 - QM1123-4703428-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
394,,,门,单扇平开防火门_带观察窗 - FM乙1123-V3-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
395,,,门,双扇平开门-角度可调 - FM甲2530_160___常开_-4636565-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
396,,,门,单扇平开防火门_带观察窗 - FM乙1123-4703400-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
397,,,门,双扇平开防火门_带观察窗 - FM甲1523-4642750-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
