
一、DCC通风设备
序号,轴位,区域,编号,宽度/m,高度/m,左右接,安装方式,数量/台,来源图纸
366,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
367,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642848-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
368,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-02-001
369,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721362-LAY-4F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-04-001
370,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721673-LAY-4F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-04-001
371,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-1F-1_500-A,2000*2300(左) DCC-6,1,X-HLP3-AR-F3-LAY-01-001
372,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4642750-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
373,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643303-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
374,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
375,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1524-4643427-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
376,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643207-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
377,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644773-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
378,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642868-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
379,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4642602-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
380,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642830-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
381,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643147-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
382,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643157-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
383,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4643323-LAY-1F-1_500-A,2000x2600(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
384,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4642904-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
385,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
386,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1227-4642988-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
387,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642942-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
388,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
389,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643127-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
390,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643016-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
391,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643167-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
392,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643147-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
393,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-V45-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
394,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642830-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
395,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643061-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
396,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643016-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
397,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2830-4643034-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
398,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643071-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
399,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643157-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
400,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643187-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
401,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642970-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
402,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-V4-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
403,,,卷帘门,电梯卷帘门 - FJLM5340_2H_-3900285-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
404,,,卷帘门,电梯卷帘门 - FJLM6040_2H_-3900241-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
405,,,卷帘门,墙外卷帘门1 - JLM5058-4446907-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
406,,,卷帘门,墙外卷帘门1 - JLM6050-4446901-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
407,,,卷帘门,外墙卷帘门 - JLM5340-4370071-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
408,,,卷帘门,外墙卷帘门 - JLM5340-V80-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
409,,,卷帘门,墙外卷帘门1 - FJLM4030_常闭_利旧F2_-4551640-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
410,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,2365*965 DCC-4-1,1,X-HLP3-AR-F3-LAY-01-001
411,,,门,门-上方带亮子 - TFM乙1430_A_-V1-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
412,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867144-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
413,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-V2-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
414,,,门,双扇平开外门_带观察窗 - GM1530_A_-3866548-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
415,,,门,双扇平开外门_带观察窗 - FM甲2430_A_-4207431-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
416,,,门,双扇平开外门_带观察窗 - GM1530_A_-4207283-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
417,,,门,泄爆门 - TXBM2430-3584254-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
418,,,门,泄爆门 - TFDXBM1530_A_-4566431-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
419,,,门,双扇平开外门_带观察窗 - GM1530_A_-4350218-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
420,,,门,双扇平开门-防盗门 - TFDM2430_A_-4118873-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
421,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
422,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867628-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
423,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
424,,,门,双扇平开外门_带观察窗 - GM1830_A_-3857401-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
425,,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
426,,,门,栅栏门 - AM1030-3939842-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
427,,,门,栅栏门 - AM1030-V69-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
428,,,门,双扇平开外门_带观察窗 - GM1830_A_-4808147-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
429,,,门,双扇平开外门_带观察窗 - GM3030_A_-3863802-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
430,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
431,,,门,双扇平开外门_带观察窗 - GM1530_A_-4118818-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
432,,,门,泄爆门 - TXBM4042_A_-4025048-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
433,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
434,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
435,,,门,泄爆门 - TXBM2430-3829853-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
436,,,门,栅栏门 - AM1030-V69-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
437,,,门,栅栏门 - AM1030-V74-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
438,,,门,门-上方带亮子 - TFM乙1430_A_-4887965-LAY-1F-1_500-A,DCC-F,1,X-HLP3-AR-F3-LAY-01-001
439,,,门,双扇平开外门_带观察窗 - GM3433_A_-4070944-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
440,,,门,双扇平开门-角度可调 - FM甲1523_160__-4636731-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
441,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
442,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703396-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
443,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703550-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
444,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703552-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
445,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703576-LAY-2F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-02-001
446,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719313-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
447,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
448,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703352-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
449,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
450,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
451,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719311-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
452,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703354-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
453,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703564-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
454,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
455,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
456,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703552-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
457,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
458,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703412-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
459,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙0818-4703344-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
460,,,单扇防火门,单扇平开防火门_带观察窗 - FDM甲1123-4909654-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
461,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
462,,,单扇防火门,单扇平开防火门_带观察窗 - GM0821-4833220-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
463,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
464,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703410-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
465,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703414-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
466,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V48-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
467,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
468,,,单扇防火门,单扇平开防火门_带观察窗 - GM0818-4841565-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
469,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703546-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
470,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
471,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
472,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V453-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
473,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123_3H_-4796242-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
474,,,单扇防火门,单扇平开防火门_带观察窗 - FDM1123-4718567-LAY-1F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-01-001
475,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-1F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-01-001
476,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-2F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-02-001
477,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-2F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-02-001
478,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-2F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-02-001
479,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703350-LAY-4F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-04-001
480,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689979-LAY-1F-1_500-A,2365x1165 DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
481,,,门,双扇平开门-角度可调 - FM甲2427_160__-4715543-LAY-2F-1_500-A,2365x1165 DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
482,,,门,双扇平开门-角度可调 - FM甲2030_160__-4907183-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
483,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
484,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689979-LAY-1F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-01-001
485,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-1F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-01-001
486,,,门,双扇平开门-角度可调 - FM甲2427_160__-4636703-LAY-2F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-02-001
487,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4643323-LAY-1F-1_500-A,2000x2600(右) DCC-J*2,1,X-HLP3-AR-F3-LAY-01-001
488,,,门,180_平开门 - FM甲2430-4709491-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
489,,,门,双扇平开外门_带观察窗 - GM2530_A_-4715344-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
490,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3756326-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
491,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3762917-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
492,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-V44-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
493,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703378-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
494,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
495,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3840-4644557-LAY-1F-1_500-A,2365x1165,1,X-HLP3-AR-F3-LAY-01-001
496,,,卷帘门,墙外卷帘门1 - JLM4040-4606898-LAY-1F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
497,,,卷帘门,墙外卷帘门1 - FJLM4030_常闭_利旧F2_-4446911-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
498,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644577-LAY-1F-1_500-A,2850x1800(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
499,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644539-LAY-1F-1_500-A,2850x1800(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
500,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643089-LAY-1F-1_500-A,2365x1165（左） DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
501,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721382-LAY-4F-1_500-A,2365x1165（左） DCC-3-2,1,X-HLP3-AR-F3-LAY-04-001
502,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643753-LAY-1F-1_500-A,2850x2600(左) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
503,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-1F-1_500-A,2850x2300(右) DCC-7,1,X-HLP3-AR-F3-LAY-01-001
504,,,双扇防火门,双扇平开防火门_带观察窗 - GM2430-4642960-LAY-1F-1_500-A,2850x2300(右) DCC-7,1,X-HLP3-AR-F3-LAY-01-001
505,,,双扇防火门,双扇平开防火门_带观察窗 - QM3433-4644801-LAY-1F-1_500-A,2850x2300(右) DCC-7,1,X-HLP3-AR-F3-LAY-01-001
506,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2000x2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
507,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,2000x2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
508,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703354-LAY-2F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-02-001
509,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-2F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-02-001
510,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703436-LAY-4F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
511,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703438-LAY-4F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
512,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V5-LAY-4F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
513,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V6-LAY-4F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
514,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703389-LAY-1F-1_500-A,2850x2300(左) DCC-7,1,X-HLP3-AR-F3-LAY-01-001
515,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-1F-1_500-A,2000*2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
516,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-1F-1_500-A,2365x765,1,X-HLP3-AR-F3-LAY-01-001
517,,,门,双扇平开外门_带观察窗 - GM2430_A_-3857367-LAY-1F-1_500-A,MD 1200x2200 DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
518,,,门,泄爆门 - TXBM2430-V63-LAY-1F-1_500-A,MD 1200x2200 DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
519,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,MD 1200x2200 DCC-F,1,X-HLP3-AR-F3-LAY-01-001
520,,,门,双扇平开门1 - TFDM1530-3857390-LAY-1F-1_500-A,MD 1200x2200 DCC-F,1,X-HLP3-AR-F3-LAY-01-001
521,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4751561-LAY-1F-1_500-A,2365x1165（右）,1,X-HLP3-AR-F3-LAY-01-001
522,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644325-LAY-1F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
523,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642998-LAY-1F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
524,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642942-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
525,,,双扇防火门,双扇平开防火门_带观察窗 - QM3728-4644389-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
526,,,双扇防火门,双扇平开防火门_带观察窗 - QM3728-4643107-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
527,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643137-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
528,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644325-LAY-4F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-04-001
529,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,100X100 DCC-4-2,1,X-HLP3-AR-F3-LAY-01-001
530,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4642602-LAY-1F-1_500-A,2850x2600(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
531,,,卷帘门,墙外卷帘门1 - JLM4040_A_-4715351-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
